,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
5973,27309.0,1,3,1,54,1,2,2,3,-2,-2,5574.0,4211.0,-691.0,485.0,593.0,1168.0,0.0,0.0,579.0,0.0,104.0,0.0,1
5974,396991.0,2,2,1,52,-2,-2,-2,-2,-2,-2,67868.0,29866.0,1629.0,809.0,-1354.0,10165.0,865.0,218.0,716.0,1032.0,112.0,0.0,0
5975,53812.0,2,2,2,27,0,0,0,0,0,0,28425.0,18926.0,27548.0,27085.0,26242.0,28728.0,133.0,1488.0,4084.0,2593.0,1986.0,2041.0,0
5976,257475.0,2,2,1,42,0,0,0,0,0,0,174989.0,109272.0,116242.0,212961.0,67367.0,126671.0,8308.0,10075.0,5807.0,4422.0,3647.0,4817.0,0
5977,35070.0,2,2,2,23,0,0,0,0,0,0,17683.0,6624.0,26322.0,16885.0,13679.0,604.0,2178.0,1331.0,1404.0,0.0,1757.0,253.0,0
5978,44771.0,1,2,2,28,0,0,0,0,0,0,37321.0,37272.0,31791.0,34812.0,12159.0,502.0,2830.0,2263.0,1149.0,42.0,386.0,2359.0,0
5979,212914.0,2,1,1,32,-2,-2,-1,-1,-1,-2,393.0,8801.0,21872.0,9283.0,259.0,608.0,5388.0,11760.0,7117.0,2806.0,7021.0,6792.0,0
5980,25562.0,2,2,2,30,0,0,0,0,0,0,10140.0,32470.0,17151.0,14447.0,15118.0,18196.0,4633.0,1192.0,0.0,696.0,1038.0,3474.0,0
5981,222348.0,2,1,2,28,0,0,0,0,-1,-1,6399.0,11782.0,15198.0,8723.0,1250.0,-170.0,2573.0,3921.0,5713.0,0.0,240.0,243.0,0
5982,43208.0,2,2,2,29,-1,-1,2,-1,-1,-1,931.0,1033.0,270.0,296.0,8352.0,14865.0,0.0,815.0,342.0,436.0,47.0,605.0,0
5983,169492.0,2,2,1,47,1,-2,-2,-2,-2,-2,-626.0,-1695.0,1874.0,257.0,-2333.0,-1235.0,0.0,91.0,0.0,0.0,0.0,0.0,0
5984,66919.0,2,2,1,27,0,0,0,0,-1,0,66522.0,66506.0,68526.0,60678.0,49302.0,56617.0,5642.0,744.0,277.0,76131.0,64798.0,3044.0,0
5985,264586.0,2,2,1,46,0,0,0,0,0,0,199900.0,204827.0,148598.0,91294.0,66077.0,76420.0,9057.0,9500.0,772.0,4453.0,4403.0,1630.0,0
5986,10000.0,1,2,2,24,0,0,0,0,0,0,3612.0,6708.0,9622.0,5884.0,3129.0,14849.0,1930.0,1380.0,1011.0,587.0,0.0,130.0,0
5987,215247.0,2,2,1,39,0,0,0,0,0,0,19405.0,12704.0,11465.0,25671.0,20887.0,17357.0,4150.0,6284.0,795.0,1455.0,1051.0,1251.0,0
5988,174763.0,2,1,1,34,0,0,0,0,0,0,12116.0,14156.0,11661.0,6376.0,15660.0,9043.0,4609.0,6230.0,7973.0,7045.0,5008.0,6883.0,0
5989,22529.0,1,2,1,27,2,2,2,0,-2,-2,2651.0,2169.0,9695.0,1509.0,-927.0,538.0,0.0,389.0,0.0,461.0,148.0,545.0,1
5990,21037.0,2,1,2,28,1,-2,-2,-2,-2,-2,-3165.0,128.0,575.0,-226.0,-1163.0,789.0,986.0,0.0,0.0,0.0,481.0,0.0,0
5991,170286.0,2,2,2,30,-2,-2,-2,-2,-2,-2,-446.0,-3099.0,-1325.0,-216.0,6470.0,5054.0,0.0,312.0,226.0,556.0,0.0,151.0,0
5992,83607.0,2,2,2,26,0,0,0,0,0,0,81120.0,77030.0,48493.0,87331.0,46364.0,66272.0,3299.0,1863.0,0.0,375.0,1245.0,2108.0,0
5993,44750.0,2,2,1,41,0,0,0,0,0,0,53275.0,39266.0,50169.0,19053.0,26093.0,11105.0,3278.0,1848.0,2180.0,3228.0,1984.0,415.0,0
5994,234708.0,2,1,1,28,-1,-1,-2,-2,-2,-2,2160.0,808.0,3245.0,101.0,2310.0,-335.0,824.0,0.0,0.0,0.0,933.0,0.0,0
5995,301176.0,2,1,1,39,-1,-1,-1,-1,-1,-1,21056.0,25122.0,16426.0,14812.0,67467.0,69823.0,21450.0,19526.0,13137.0,96306.0,104774.0,4517.0,0
5996,192125.0,2,2,1,36,0,0,0,0,0,0,9133.0,20801.0,55968.0,20614.0,17326.0,29631.0,3302.0,2263.0,3128.0,1695.0,1463.0,1230.0,0
5997,210255.0,2,1,2,31,-1,-1,-1,-1,-1,-1,2214.0,-2410.0,3927.0,474.0,797.0,14812.0,0.0,1151.0,0.0,2407.0,1052.0,2774.0,0
5998,419341.0,2,2,1,50,1,2,2,0,0,0,420282.0,305144.0,215516.0,437542.0,385300.0,354247.0,0.0,11673.0,29005.0,9878.0,9676.0,14892.0,1
5999,163955.0,2,1,2,30,1,-1,-2,-1,-1,-2,-1366.0,966.0,-1524.0,1677.0,1366.0,-1973.0,507.0,0.0,0.0,0.0,236.0,694.0,0
6000,404848.0,2,2,1,44,-1,-1,-1,-1,-1,-1,21163.0,42868.0,2478.0,1628.0,11704.0,19987.0,8750.0,2755.0,9070.0,4346.0,57787.0,1087.0,0
6001,52818.0,2,2,1,27,0,0,0,0,0,0,58862.0,41438.0,40757.0,22079.0,26185.0,48331.0,4492.0,158.0,1188.0,1561.0,1342.0,1868.0,0
6002,202089.0,2,1,2,25,0,0,0,0,0,0,11403.0,8262.0,9154.0,27475.0,14980.0,16773.0,5899.0,5520.0,4135.0,5830.0,3712.0,6391.0,0
6003,205386.0,2,2,1,48,0,0,0,0,0,-1,88980.0,99557.0,71362.0,88908.0,-542.0,39910.0,4760.0,8803.0,4042.0,14244.0,323.0,739.0,0
6004,16471.0,2,2,1,30,1,2,-2,-2,-2,-2,-460.0,527.0,1654.0,912.0,7.0,389.0,853.0,0.0,0.0,0.0,0.0,0.0,1
6005,23363.0,2,1,2,29,0,0,0,0,0,-1,12899.0,9239.0,6414.0,6789.0,3253.0,2058.0,989.0,1774.0,81.0,55.0,1049.0,328.0,0
6006,88057.0,2,2,2,26,0,0,0,0,0,0,104011.0,52016.0,25812.0,67449.0,32469.0,48953.0,3283.0,998.0,3837.0,1471.0,1553.0,2078.0,0
6007,16380.0,2,2,2,29,1,2,2,-2,3,2,9890.0,14094.0,668.0,-422.0,7924.0,11647.0,0.0,275.0,24.0,0.0,442.0,0.0,1
6008,188255.0,2,2,1,42,0,0,0,0,0,-1,41293.0,41865.0,20567.0,14256.0,849.0,1369.0,3360.0,3626.0,892.0,373.0,1104.0,633.0,0
6009,200803.0,2,1,2,28,-1,-1,-1,-1,-1,-1,13422.0,3190.0,-321.0,-2018.0,12555.0,7203.0,1.0,0.0,391.0,0.0,186.0,467.0,0
6010,181768.0,2,1,2,32,-1,-1,-1,-1,-1,-1,22827.0,24453.0,-1668.0,9295.0,19583.0,9142.0,3740.0,7127.0,728.0,18846.0,100.0,229.0,0
6011,24949.0,1,3,1,60,0,0,2,2,2,2,17926.0,23082.0,12962.0,18002.0,18999.0,17286.0,2150.0,1136.0,252.0,48.0,1079.0,0.0,1
6012,27318.0,2,2,2,30,1,2,2,2,2,2,42083.0,42652.0,32004.0,37214.0,26007.0,24679.0,700.0,524.0,0.0,0.0,427.0,0.0,1
6013,117862.0,2,2,2,29,2,2,2,2,2,2,85303.0,79017.0,77394.0,73599.0,127489.0,116262.0,5359.0,1945.0,2895.0,6815.0,3733.0,4531.0,1
6014,13462.0,2,2,1,29,0,0,0,0,0,0,12869.0,22573.0,873.0,28498.0,22357.0,11878.0,1759.0,520.0,1768.0,0.0,1472.0,414.0,0
6015,196042.0,2,1,2,27,-1,-1,-1,-1,-1,-1,33505.0,2230.0,-194.0,10.0,12366.0,2507.0,0.0,1472.0,0.0,0.0,128.0,0.0,0
6016,493710.0,2,1,1,48,-2,-2,-2,-2,-2,-2,4340.0,168783.0,237648.0,318430.0,7261.0,13005.0,39756.0,26509.0,21600.0,4523.0,23945.0,42519.0,0
6017,229742.0,2,1,2,28,-1,-1,-1,-1,-1,-1,6703.0,689.0,2586.0,1062.0,3381.0,2908.0,0.0,1304.0,2020.0,3266.0,1213.0,0.0,0
6018,52169.0,2,2,1,46,-1,2,0,0,0,0,80076.0,18932.0,61536.0,49820.0,21319.0,35564.0,3869.0,1113.0,2789.0,1103.0,1035.0,0.0,0
6019,201408.0,2,1,1,44,-2,-2,-2,-2,-2,-2,2794.0,-2429.0,-584.0,651.0,-61.0,162.0,1527.0,711.0,0.0,0.0,0.0,0.0,0
6020,402466.0,1,1,1,41,0,0,0,0,-2,-2,296953.0,400813.0,258175.0,250542.0,498130.0,15794.0,91810.0,32292.0,11627.0,17082.0,13731.0,45528.0,0
6021,16882.0,2,2,2,26,0,0,0,0,0,0,32179.0,23270.0,13471.0,11149.0,4649.0,9659.0,1981.0,1501.0,3028.0,29.0,913.0,686.0,0
6022,50996.0,2,2,2,29,0,0,0,0,0,0,72101.0,76693.0,87165.0,46780.0,41160.0,27845.0,2564.0,3358.0,3270.0,2669.0,844.0,2382.0,0
6023,31156.0,2,2,2,24,2,2,2,2,2,2,35890.0,25809.0,24928.0,22153.0,28266.0,13306.0,1705.0,2154.0,620.0,0.0,0.0,205.0,0
6024,10000.0,2,2,2,24,1,-1,-1,0,0,0,2188.0,9518.0,19620.0,13176.0,653.0,1544.0,2741.0,1038.0,674.0,347.0,0.0,380.0,0
6025,56640.0,2,1,2,28,1,-1,-1,0,-1,-1,7503.0,8491.0,28775.0,32291.0,543.0,-720.0,13938.0,30654.0,278.0,307.0,0.0,0.0,0
6026,209567.0,2,1,2,30,1,-2,-2,-1,-1,0,-2765.0,2998.0,-1900.0,1321.0,4919.0,9752.0,0.0,0.0,0.0,188.0,75.0,0.0,0
6027,344922.0,2,1,2,29,0,-1,-2,-2,-1,0,46124.0,22411.0,3555.0,126596.0,222378.0,166000.0,17679.0,1259.0,101841.0,107965.0,57053.0,19299.0,0
6028,143943.0,2,2,1,31,2,2,2,2,0,0,103438.0,84305.0,122786.0,101739.0,121572.0,140405.0,3549.0,6593.0,3687.0,951.0,5414.0,3676.0,1
6029,193487.0,2,2,1,45,-1,-1,-2,-2,-2,-2,-783.0,-517.0,-1575.0,1133.0,-100.0,-548.0,0.0,0.0,0.0,0.0,209.0,30.0,0
6030,40306.0,2,2,1,36,0,0,0,0,0,0,2863.0,16861.0,10392.0,15824.0,2375.0,16427.0,5303.0,1806.0,483.0,265.0,1254.0,2888.0,0
6031,73714.0,2,2,1,32,1,2,2,0,0,0,47938.0,61624.0,37401.0,51088.0,43332.0,29671.0,966.0,2132.0,994.0,1934.0,2487.0,1694.0,1
6032,254557.0,2,2,2,28,2,0,0,0,0,0,202208.0,162939.0,124676.0,100950.0,130673.0,161102.0,7662.0,7248.0,9032.0,5685.0,3270.0,6119.0,0
6033,178085.0,2,2,2,29,1,2,0,0,0,0,52112.0,58072.0,74031.0,53693.0,96932.0,79132.0,3651.0,77320.0,846.0,5909.0,5261.0,5500.0,0
6034,18291.0,1,2,1,47,1,2,2,2,2,2,1556.0,-3517.0,3160.0,35624.0,7535.0,20787.0,95.0,1002.0,819.0,382.0,315.0,0.0,1
6035,77943.0,1,2,2,26,1,2,2,3,2,2,78987.0,56652.0,102771.0,51088.0,14609.0,32885.0,34407.0,0.0,0.0,0.0,0.0,0.0,0
6036,166245.0,2,1,2,26,-1,-1,-1,-1,-1,-1,379.0,-498.0,2452.0,2394.0,1332.0,967.0,1885.0,2674.0,2911.0,2296.0,2062.0,823.0,0
6037,53964.0,2,2,1,51,1,2,2,0,0,0,35702.0,40389.0,55878.0,59613.0,42910.0,40065.0,0.0,1548.0,3774.0,2630.0,1966.0,850.0,0
6038,186884.0,2,1,2,28,-2,-2,-2,-2,-2,-2,19160.0,7707.0,9091.0,2129.0,663.0,6181.0,1247.0,923.0,0.0,855.0,0.0,196.0,0
6039,210100.0,2,1,1,43,-2,-2,-2,-2,-2,-2,4231.0,-3302.0,-979.0,509.0,-205.0,-476.0,661.0,571.0,0.0,836.0,0.0,0.0,0
6040,192368.0,2,1,2,30,-2,-2,-2,-2,-2,-2,-2311.0,2678.0,9814.0,13710.0,806.0,620.0,4402.0,4231.0,3012.0,3229.0,1605.0,772.0,0
6041,374278.0,2,2,1,52,0,0,0,0,0,0,443802.0,421813.0,387628.0,287986.0,391979.0,285899.0,12678.0,11468.0,9408.0,10740.0,13990.0,8083.0,0
6042,50299.0,2,2,2,25,0,0,2,2,0,0,34921.0,44082.0,16849.0,28065.0,43182.0,36375.0,2259.0,1214.0,0.0,84468.0,1593.0,1746.0,0
6043,10000.0,2,1,2,26,-1,-1,2,-1,-1,-1,-133.0,1309.0,1819.0,-817.0,133.0,14648.0,3636.0,899.0,782.0,488.0,1995.0,50.0,0
6044,74656.0,2,2,2,29,0,0,0,0,0,0,47162.0,62246.0,73575.0,53866.0,57231.0,74333.0,6012.0,3475.0,1472.0,1494.0,1968.0,650.0,0
6045,16070.0,2,2,2,24,0,0,0,0,0,0,19340.0,21897.0,22636.0,19102.0,12520.0,11689.0,1296.0,1804.0,2912.0,467.0,2836.0,28.0,0
6046,181651.0,2,1,2,26,0,0,0,0,0,0,31403.0,45006.0,42884.0,39108.0,36466.0,35751.0,4046.0,4632.0,8578.0,3154.0,4811.0,3817.0,0
6047,206494.0,2,1,1,43,-1,-1,-1,-1,-2,-2,-1356.0,1656.0,643.0,25.0,648.0,1238.0,4421.0,2786.0,1788.0,0.0,0.0,11.0,0
6048,202483.0,2,1,1,34,-1,-1,-1,-1,-1,-1,1548.0,1001.0,18680.0,5346.0,5469.0,15473.0,4679.0,5979.0,8862.0,3392.0,2854.0,5796.0,0
6049,148795.0,2,3,1,52,1,-2,-2,-2,-2,-2,-10.0,1469.0,548.0,-1786.0,1115.0,-33.0,0.0,0.0,417.0,288.0,58.0,0.0,0
6050,48407.0,2,3,1,48,2,2,2,2,0,0,34359.0,42155.0,65105.0,24042.0,45390.0,47724.0,0.0,766.0,16.0,798.0,1943.0,332.0,0
6051,54227.0,2,2,1,50,0,0,0,0,0,0,29515.0,42916.0,27595.0,37574.0,67237.0,47370.0,1610.0,799.0,3074.0,2309.0,1193.0,2199.0,0
6052,24770.0,1,2,2,29,1,2,2,3,3,2,15268.0,19047.0,12554.0,11160.0,920.0,3166.0,6028.0,179.0,306.0,105.0,69.0,164.0,1
6053,25838.0,2,1,2,21,0,0,0,0,0,-1,-4651.0,17194.0,10220.0,-77.0,39.0,624.0,2673.0,217.0,1027.0,660.0,761.0,27.0,0
6054,209682.0,2,2,1,24,0,0,0,0,0,0,103712.0,87531.0,40986.0,76947.0,66529.0,72047.0,4481.0,4474.0,3292.0,709.0,4167.0,1850.0,0
6055,375471.0,1,1,2,27,0,0,0,0,0,0,536078.0,299933.0,305336.0,389251.0,463312.0,217536.0,19625.0,17483.0,8162.0,13457.0,14417.0,9486.0,0
6056,25497.0,2,2,2,26,2,2,2,2,2,2,19752.0,57212.0,26101.0,21978.0,29849.0,46723.0,727.0,294.0,430.0,0.0,354.0,94.0,0
6057,242990.0,2,2,1,38,-1,-1,-1,-1,-1,-1,-2209.0,1895.0,-366.0,245.0,623.0,11255.0,626.0,503.0,0.0,2156.0,5070.0,2084.0,0
6058,206401.0,2,1,2,27,-2,-2,-2,-2,-2,-2,-1511.0,-1037.0,1610.0,293.0,-1368.0,-158.0,0.0,0.0,0.0,478.0,35.0,0.0,0
6059,17171.0,2,2,2,31,2,2,2,2,2,2,27217.0,-235.0,1897.0,7808.0,9878.0,12874.0,432.0,0.0,0.0,0.0,0.0,513.0,1
6060,187258.0,2,1,1,43,-1,-1,-1,-1,-1,-1,-797.0,2524.0,2138.0,4628.0,-1188.0,11965.0,2055.0,5872.0,2210.0,2925.0,2403.0,1425.0,0
6061,180526.0,2,1,2,22,-1,-1,-1,-1,-1,-1,2376.0,2787.0,1455.0,1434.0,1583.0,-1472.0,150.0,504.0,647.0,213.0,29.0,0.0,0
6062,98137.0,2,2,1,41,0,0,0,0,0,0,49151.0,42833.0,42400.0,51141.0,18843.0,21940.0,2513.0,3135.0,2719.0,3145.0,227.0,120.0,0
6063,376306.0,2,1,2,28,0,0,0,0,0,0,21454.0,30273.0,43903.0,26182.0,12384.0,22739.0,4546.0,8010.0,3576.0,7398.0,6999.0,5609.0,0
6064,205272.0,2,1,2,28,1,-1,-1,-1,-1,-1,-1869.0,-908.0,187.0,11019.0,8182.0,1796.0,261.0,3180.0,787.0,5492.0,2043.0,1721.0,0
6065,191851.0,2,1,2,23,0,0,0,0,0,0,39444.0,29002.0,67748.0,32212.0,18588.0,25862.0,2981.0,2490.0,6864.0,7025.0,2422.0,3135.0,0
6066,202803.0,2,1,2,28,0,0,0,-1,-1,-1,95299.0,83532.0,52645.0,2177.0,50808.0,2286.0,6936.0,2969.0,504.0,54575.0,64585.0,1787.0,0
6067,34548.0,2,2,2,27,2,0,2,2,2,2,11654.0,21687.0,14229.0,29723.0,21762.0,12394.0,1213.0,830.0,606.0,311.0,1766.0,1054.0,1
6068,184275.0,2,1,1,36,1,-2,-1,-1,-1,-2,739.0,-1087.0,-2055.0,1793.0,-1746.0,1752.0,545.0,928.0,631.0,142.0,0.0,445.0,0
6069,57615.0,2,2,1,47,0,0,0,2,2,2,34347.0,26415.0,21223.0,23534.0,31877.0,36461.0,1569.0,2184.0,684.0,2396.0,956.0,667.0,1
6070,21763.0,1,2,1,27,2,2,2,2,-2,-2,38738.0,44821.0,41782.0,922.0,-573.0,388.0,2574.0,124.0,0.0,430.0,0.0,0.0,1
6071,107183.0,2,2,2,27,2,0,2,2,2,2,47780.0,73866.0,48651.0,84781.0,81032.0,47082.0,3826.0,1814.0,2141.0,2402.0,6024.0,2762.0,0
6072,26170.0,1,2,1,27,0,0,0,-2,-2,-2,16478.0,7104.0,7475.0,-352.0,-778.0,12958.0,1420.0,0.0,683.0,0.0,0.0,170.0,0
6073,206277.0,2,3,1,53,1,-1,-1,-1,-2,-2,2343.0,-490.0,-1681.0,853.0,-1314.0,720.0,220.0,0.0,83.0,0.0,94.0,228.0,0
6074,203096.0,2,1,2,27,0,0,0,0,0,0,143683.0,104296.0,98254.0,114606.0,129634.0,89256.0,8725.0,3809.0,7227.0,7796.0,6014.0,6181.0,0
6075,371476.0,2,1,1,39,0,0,0,0,-1,-1,84306.0,97925.0,67858.0,29755.0,12315.0,12681.0,9666.0,12784.0,9289.0,13045.0,30070.0,38427.0,0
6076,101701.0,2,2,1,42,2,2,0,0,0,2,77186.0,60104.0,56617.0,91446.0,68863.0,54557.0,5459.0,5544.0,3596.0,3009.0,1494.0,1130.0,1
6077,76399.0,2,2,2,31,0,0,0,0,0,0,53382.0,86568.0,50021.0,73146.0,81537.0,61001.0,2834.0,4854.0,1502.0,1833.0,1100.0,24.0,0
6078,23414.0,2,2,2,30,0,0,0,0,0,0,22027.0,11517.0,14120.0,30303.0,17368.0,21071.0,4494.0,1048.0,1863.0,3758.0,1048.0,3246.0,0
6079,55491.0,2,2,2,28,0,0,0,0,0,0,65840.0,42916.0,20495.0,24392.0,16105.0,-229.0,2104.0,563.0,320.0,0.0,350.0,0.0,0
6080,177613.0,2,1,2,26,0,0,0,0,0,0,49357.0,43275.0,38539.0,40466.0,42082.0,28910.0,2501.0,3232.0,2256.0,1995.0,9766.0,1942.0,0
6081,195761.0,2,1,2,26,-2,-1,-2,-2,-2,-2,4446.0,965.0,-1099.0,1364.0,538.0,6632.0,1011.0,1353.0,0.0,1262.0,4109.0,353.0,0
6082,202172.0,2,1,2,27,0,0,0,0,0,0,81712.0,50135.0,48274.0,42617.0,15086.0,32637.0,5368.0,18843.0,5119.0,773.0,615.0,925.0,0
6083,55278.0,2,2,2,32,0,0,0,0,0,0,19384.0,19340.0,31146.0,17239.0,22003.0,37552.0,0.0,607.0,126.0,2376.0,3215.0,2772.0,0
6084,51984.0,2,2,1,31,1,2,2,2,2,2,35532.0,32187.0,49279.0,40147.0,56023.0,43671.0,758.0,380.0,0.0,324.0,235.0,84.0,1
6085,49824.0,2,2,1,42,1,-1,-1,-2,-1,-1,7312.0,5830.0,-2697.0,1352.0,-613.0,847.0,0.0,0.0,0.0,863.0,424.0,306.0,0
6086,120850.0,2,2,2,28,0,0,0,0,0,0,72858.0,145567.0,119170.0,142450.0,144607.0,117686.0,5820.0,4817.0,3148.0,834.0,4279.0,5447.0,0
6087,68759.0,2,2,1,47,0,0,0,0,0,0,64176.0,81492.0,96334.0,86798.0,81350.0,47092.0,4085.0,2807.0,974.0,1114.0,2458.0,3377.0,0
6088,69538.0,2,2,2,25,0,0,0,0,0,0,61684.0,48611.0,31499.0,54472.0,44281.0,16357.0,831.0,1898.0,502.0,2778.0,1488.0,0.0,0
6089,316620.0,2,2,2,30,-2,-2,-2,-2,-2,-2,1046.0,48661.0,30069.0,44753.0,49461.0,100295.0,346.0,326.0,181094.0,83843.0,62494.0,567.0,0
6090,173047.0,2,2,2,26,-1,-1,-1,-1,-1,-1,1502.0,3356.0,-759.0,887.0,480.0,1784.0,2004.0,1638.0,369.0,557.0,960.0,579.0,0
6091,236006.0,2,1,2,28,-2,-2,-2,-2,-2,-2,359.0,-2080.0,-1233.0,12463.0,2778.0,16686.0,811.0,4138.0,4178.0,0.0,0.0,177.0,0
6092,202403.0,2,1,2,29,-2,-2,-2,-2,-2,-2,-2367.0,1390.0,-457.0,-269.0,-3621.0,-162.0,324.0,960.0,0.0,473.0,139.0,197.0,0
6093,214631.0,2,1,2,29,0,0,0,0,0,0,70711.0,26764.0,39623.0,53289.0,42433.0,36829.0,8614.0,18466.0,906.0,3329.0,2230.0,1965.0,0
6094,177804.0,2,2,1,44,0,0,0,0,0,0,93288.0,48292.0,79886.0,65993.0,53627.0,64963.0,2740.0,6159.0,2296.0,1558.0,6071.0,0.0,0
6095,203064.0,2,1,2,27,-2,-2,-2,-2,-2,-2,-1490.0,-3669.0,-1544.0,337.0,1133.0,960.0,930.0,0.0,0.0,93.0,108.0,0.0,0
6096,57375.0,2,1,2,26,0,0,-1,0,0,0,36064.0,42970.0,26239.0,53723.0,21449.0,13766.0,70012.0,2469.0,36725.0,40384.0,2180.0,0.0,0
6097,232348.0,2,1,1,30,-2,-2,-2,-2,-2,-2,693.0,150.0,662.0,261.0,2819.0,1142.0,640.0,718.0,180.0,5110.0,2511.0,9329.0,0
6098,22719.0,2,2,2,22,0,0,0,0,0,0,7298.0,23144.0,19929.0,31330.0,25055.0,45694.0,830.0,2565.0,1671.0,2581.0,1044.0,1784.0,0
6099,194954.0,2,3,1,45,-1,-1,-2,-2,-2,-2,1663.0,2145.0,-386.0,-99.0,-1715.0,-637.0,136.0,0.0,1401.0,367.0,204.0,206.0,0
6100,76783.0,1,3,1,45,0,0,0,0,0,0,15989.0,25197.0,21872.0,-916.0,6609.0,7695.0,1979.0,2586.0,1214.0,1052.0,1130.0,158.0,0
6101,212543.0,2,1,2,27,-1,-1,-1,-1,-1,-1,12194.0,7580.0,12466.0,5048.0,10774.0,273.0,5135.0,757.0,200.0,0.0,201.0,945.0,0
6102,42512.0,2,2,2,28,0,0,0,0,0,0,21025.0,3628.0,18285.0,16782.0,3451.0,-3498.0,608.0,715.0,0.0,571.0,252.0,459.0,0
6103,186575.0,2,1,2,28,0,0,0,0,0,0,117733.0,150207.0,128854.0,135620.0,138084.0,119828.0,7992.0,8823.0,5004.0,8735.0,9966.0,4805.0,0
6104,358691.0,2,1,1,34,0,0,0,0,0,0,216884.0,150010.0,134517.0,149730.0,122309.0,123632.0,13322.0,4843.0,3594.0,6453.0,3216.0,4847.0,0
6105,75233.0,2,2,2,27,0,0,0,0,0,0,41084.0,52715.0,51614.0,56588.0,76735.0,103546.0,3513.0,4243.0,170.0,3107.0,747.0,2132.0,0
6106,37239.0,2,2,2,22,0,0,0,0,0,0,27972.0,16033.0,30480.0,28077.0,19780.0,17633.0,2175.0,662.0,367.0,0.0,250.0,0.0,0
6107,26627.0,2,2,1,44,2,2,2,2,2,2,5854.0,12956.0,1193.0,8954.0,8154.0,22383.0,1778.0,0.0,0.0,657.0,242.0,0.0,0
6108,198502.0,2,2,1,29,0,0,0,0,0,0,43224.0,33126.0,4268.0,41026.0,27808.0,22562.0,2222.0,3508.0,8081.0,3812.0,2195.0,6065.0,0
6109,321962.0,1,2,1,50,0,0,0,0,0,0,82366.0,196470.0,191313.0,193475.0,274895.0,18345.0,7352.0,17391.0,669.0,566.0,0.0,0.0,0
6110,207594.0,2,1,1,34,1,-2,-2,-2,-2,-2,1618.0,-1136.0,2141.0,614.0,-1251.0,1069.0,0.0,330.0,0.0,0.0,0.0,207.0,0
6111,158608.0,2,2,2,27,0,0,2,2,0,2,208961.0,169596.0,187593.0,215787.0,128633.0,130872.0,10445.0,6139.0,13032.0,4472.0,8571.0,3628.0,0
6112,195584.0,2,1,2,30,-1,-1,-1,0,0,0,1671.0,2430.0,22605.0,8335.0,7455.0,16482.0,3088.0,3935.0,6189.0,732.0,5449.0,7588.0,0
6113,53301.0,2,2,1,26,1,-2,-2,-2,-1,0,-259.0,2000.0,-282.0,1073.0,8877.0,32904.0,0.0,406.0,385.0,0.0,695.0,0.0,0
6114,367550.0,2,1,2,27,-1,-1,-1,-1,-1,-1,16261.0,1115.0,7337.0,11170.0,8240.0,2100.0,1200.0,3473.0,8786.0,3146.0,1348.0,1197.0,0
6115,215072.0,2,1,2,28,-2,-2,-2,-2,-2,-2,-435.0,-938.0,-1355.0,2441.0,-137.0,-41.0,82.0,332.0,0.0,436.0,255.0,0.0,0
6116,20706.0,2,2,2,26,-1,0,0,0,0,0,7594.0,8363.0,17027.0,5860.0,6596.0,932.0,833.0,1367.0,1355.0,721.0,1108.0,263.0,0
6117,326611.0,2,1,2,26,0,0,0,0,0,0,18881.0,8467.0,52819.0,70228.0,88923.0,117893.0,4914.0,6438.0,4440.0,9993.0,4782.0,8211.0,0
6118,165964.0,2,2,1,43,0,0,0,0,0,0,113711.0,139591.0,122846.0,138482.0,79162.0,106711.0,4288.0,4944.0,3082.0,2969.0,3488.0,2393.0,0
6119,47177.0,2,2,1,37,0,0,0,0,0,0,53424.0,33035.0,42179.0,28280.0,24472.0,34899.0,3557.0,3391.0,2162.0,909.0,1031.0,1407.0,0
6120,21304.0,2,2,1,37,0,0,0,0,0,0,21025.0,10475.0,12671.0,13693.0,8468.0,15790.0,5068.0,2426.0,1947.0,773.0,988.0,887.0,0
6121,128013.0,2,2,1,40,0,0,0,0,0,0,119772.0,129090.0,82413.0,77054.0,141752.0,130986.0,4833.0,6928.0,6001.0,5260.0,4052.0,6671.0,0
6122,16289.0,1,2,2,26,2,2,2,2,2,2,9940.0,12581.0,16146.0,10661.0,13928.0,23911.0,2457.0,1601.0,416.0,609.0,302.0,12.0,1
6123,220476.0,2,1,2,28,0,0,0,-1,-1,-1,65003.0,47953.0,9010.0,16145.0,35.0,6852.0,4594.0,2433.0,0.0,586.0,0.0,0.0,0
6124,156686.0,2,1,2,25,-1,-1,-1,-1,-1,-1,3139.0,2673.0,1087.0,3531.0,-506.0,13583.0,1104.0,1188.0,2998.0,526.0,6922.0,343.0,0
6125,51740.0,2,2,2,27,0,0,0,0,0,0,31782.0,35273.0,38523.0,26075.0,19641.0,15951.0,3296.0,1947.0,2740.0,3459.0,1201.0,1428.0,0
6126,353674.0,2,1,2,31,0,0,0,0,0,0,19684.0,19445.0,93028.0,126987.0,82249.0,155078.0,14892.0,12884.0,6969.0,4111.0,3836.0,9218.0,0
